,stroke_type,admissions,proportion_of_all_with_ivt,proportion_of_all_with_mt,proportion_of_mt_with_ivt,proportion1_of_all_with_onset_known_ivt,proportion2_of_mask1_with_onset_to_arrival_on_time_ivt,proportion3_of_mask2_with_arrival_to_scan_on_time_ivt,proportion4_of_mask3_with_onset_to_scan_on_time_ivt,proportion5_of_mask4_with_enough_time_to_treat_ivt,proportion6_of_mask5_with_treated_ivt,lognorm_mu_onset_arrival_mins_ivt,lognorm_sigma_onset_arrival_mins_ivt,lognorm_mu_arrival_scan_arrival_mins_ivt,lognorm_sigma_arrival_scan_arrival_mins_ivt,lognorm_mu_scan_needle_mins_ivt,lognorm_sigma_scan_needle_mins_ivt,proportion1_of_all_with_onset_known_mt,proportion2_of_mask1_with_onset_to_arrival_on_time_mt,proportion3_of_mask2_with_arrival_to_scan_on_time_mt,proportion4_of_mask3_with_onset_to_scan_on_time_mt,proportion5_of_mask4_with_enough_time_to_treat_mt,proportion6_of_mask5_with_treated_mt,lognorm_mu_onset_arrival_mins_mt,lognorm_sigma_onset_arrival_mins_mt,lognorm_mu_arrival_scan_arrival_mins_mt,lognorm_sigma_arrival_scan_arrival_mins_mt,lognorm_mu_scan_puncture_mins_mt,lognorm_sigma_scan_puncture_mins_mt,proportion_of_all_with_mask6_and_ivt,proportion_of_all_with_mask6_and_mt,stroke_team,scenario
99 / mixed / onset,mixed,666.2,0.145721,0.002289,0.6,0.608442,0.774922,0.953074,0.879457,1.0,0.368726,4.569475,0.531493,3.531098,0.815671,3.280313,0.608811,0.608442,0.84953,0.969742,0.922374,1.0,0.00495,4.66875,0.600918,3.644288,0.892599,,,0.145721,0.002289,99,onset
99 / lvo / speed,lvo,109.0,0.232762,0.008749,0.625,0.495413,0.92963,0.95,0.964,1.0,0.551867,4.48148,0.536125,2.70805,0.0,3.235365,0.668592,0.495413,0.97037,0.95,0.969349,1.0,0.019763,4.532523,0.579286,2.70805,0.0,,,0.232762,0.008749,99,speed
99 / nlvo / speed,nlvo,477.0,0.105581,0.000414,0.5,0.47631,0.726232,0.95,0.859355,1.0,0.373874,4.59082,0.535443,2.70805,0.0,3.304322,0.574315,0.47631,0.8125,0.95,0.905299,1.0,0.001245,4.708584,0.611794,2.70805,0.0,,,0.105581,0.000414,99,speed
99 / other / speed,other,80.2,0.0,0.0,,0.471322,0.846561,0.95,0.843137,1.0,0.0,4.597457,0.490966,2.70805,0.0,,,0.471322,0.899471,0.95,0.939759,1.0,0.0,4.662423,0.54348,2.70805,0.0,,,0.0,0.0,99,speed
99 / mixed / speed,mixed,666.2,0.11431,0.001764,0.6,0.478835,0.774922,0.95,0.879457,1.0,0.368726,4.569475,0.531493,2.70805,0.0,3.280313,0.608811,0.478835,0.84953,0.95,0.922374,1.0,0.00495,4.66875,0.600918,2.70805,0.0,,,0.11431,0.001764,99,speed
99 / lvo / onset + benchmark,lvo,109.0,0.399131,0.011275,0.625,0.608843,0.92963,0.996016,0.964,1.0,0.73444,4.48148,0.536125,3.349079,0.664842,3.235365,0.668592,0.608843,0.97037,0.996183,0.969349,1.0,0.019763,4.532523,0.579286,3.374961,0.689321,,,0.399131,0.011275,99,onset + benchmark
99 / nlvo / onset + benchmark,nlvo,477.0,0.161763,0.000526,0.5,0.597516,0.726232,0.939394,0.859355,1.0,0.461778,4.59082,0.535443,3.569966,0.84685,3.304322,0.574315,0.597516,0.8125,0.960997,0.905299,1.0,0.001245,4.708584,0.611794,3.713378,0.931506,,,0.161763,0.000526,99,onset + benchmark
99 / other / onset + benchmark,other,80.2,0.0,0.0,,0.608578,0.846561,0.95625,0.843137,1.0,0.0,4.597457,0.490966,3.631634,0.838787,,,0.608578,0.899471,0.976471,0.939759,1.0,0.0,4.662423,0.54348,3.698574,0.888063,,,0.0,0.0,99,onset + benchmark
99 / mixed / onset + benchmark,mixed,666.2,0.188445,0.002289,0.6,0.608442,0.774922,0.953074,0.879457,1.0,0.476834,4.569475,0.531493,3.531098,0.815671,3.280313,0.608811,0.608442,0.84953,0.969742,0.922374,1.0,0.00495,4.66875,0.600918,3.644288,0.892599,,,0.188445,0.002289,99,onset + benchmark
99 / lvo / speed + benchmark,lvo,109.0,0.309766,0.008749,0.625,0.495413,0.92963,0.95,0.964,1.0,0.73444,4.48148,0.536125,2.70805,0.0,3.235365,0.668592,0.495413,0.97037,0.95,0.969349,1.0,0.019763,4.532523,0.579286,2.70805,0.0,,,0.309766,0.008749,99,speed + benchmark
99 / nlvo / speed + benchmark,nlvo,477.0,0.130405,0.000414,0.5,0.47631,0.726232,0.95,0.859355,1.0,0.461778,4.59082,0.535443,2.70805,0.0,3.304322,0.574315,0.47631,0.8125,0.95,0.905299,1.0,0.001245,4.708584,0.611794,2.70805,0.0,,,0.130405,0.000414,99,speed + benchmark
99 / other / speed + benchmark,other,80.2,0.0,0.0,,0.471322,0.846561,0.95,0.843137,1.0,0.0,4.597457,0.490966,2.70805,0.0,,,0.471322,0.899471,0.95,0.939759,1.0,0.0,4.662423,0.54348,2.70805,0.0,,,0.0,0.0,99,speed + benchmark
99 / mixed / speed + benchmark,mixed,666.2,0.147825,0.001764,0.6,0.478835,0.774922,0.95,0.879457,1.0,0.476834,4.569475,0.531493,2.70805,0.0,3.280313,0.608811,0.478835,0.84953,0.95,0.922374,1.0,0.00495,4.66875,0.600918,2.70805,0.0,,,0.147825,0.001764,99,speed + benchmark
99 / lvo / speed + onset,lvo,109.0,0.286056,0.010752,0.625,0.608843,0.92963,0.95,0.964,1.0,0.551867,4.48148,0.536125,2.70805,0.0,3.235365,0.668592,0.608843,0.97037,0.95,0.969349,1.0,0.019763,4.532523,0.579286,2.70805,0.0,,,0.286056,0.010752,99,speed + onset
99 / nlvo / speed + onset,nlvo,477.0,0.132448,0.00052,0.5,0.597516,0.726232,0.95,0.859355,1.0,0.373874,4.59082,0.535443,2.70805,0.0,3.304322,0.574315,0.597516,0.8125,0.95,0.905299,1.0,0.001245,4.708584,0.611794,2.70805,0.0,,,0.132448,0.00052,99,speed + onset
99 / other / speed + onset,other,80.2,0.0,0.0,,0.608578,0.846561,0.95,0.843137,1.0,0.0,4.597457,0.490966,2.70805,0.0,,,0.608578,0.899471,0.95,0.939759,1.0,0.0,4.662423,0.54348,2.70805,0.0,,,0.0,0.0,99,speed + onset
99 / mixed / speed + onset,mixed,666.2,0.145251,0.002242,0.6,0.608442,0.774922,0.95,0.879457,1.0,0.368726,4.569475,0.531493,2.70805,0.0,3.280313,0.608811,0.608442,0.84953,0.95,0.922374,1.0,0.00495,4.66875,0.600918,2.70805,0.0,,,0.145251,0.002242,99,speed + onset
99 / lvo / speed + onset + benchmark,lvo,109.0,0.380691,0.010752,0.625,0.608843,0.92963,0.95,0.964,1.0,0.73444,4.48148,0.536125,2.70805,0.0,3.235365,0.668592,0.608843,0.97037,0.95,0.969349,1.0,0.019763,4.532523,0.579286,2.70805,0.0,,,0.380691,0.010752,99,speed + onset + benchmark
99 / nlvo / speed + onset + benchmark,nlvo,477.0,0.163589,0.00052,0.5,0.597516,0.726232,0.95,0.859355,1.0,0.461778,4.59082,0.535443,2.70805,0.0,3.304322,0.574315,0.597516,0.8125,0.95,0.905299,1.0,0.001245,4.708584,0.611794,2.70805,0.0,,,0.163589,0.00052,99,speed + onset + benchmark
99 / other / speed + onset + benchmark,other,80.2,0.0,0.0,,0.608578,0.846561,0.95,0.843137,1.0,0.0,4.597457,0.490966,2.70805,0.0,,,0.608578,0.899471,0.95,0.939759,1.0,0.0,4.662423,0.54348,2.70805,0.0,,,0.0,0.0,99,speed + onset + benchmark
99 / mixed / speed + onset + benchmark,mixed,666.2,0.187837,0.002242,0.6,0.608442,0.774922,0.95,0.879457,1.0,0.476834,4.569475,0.531493,2.70805,0.0,3.280313,0.608811,0.608442,0.84953,0.95,0.922374,1.0,0.00495,4.66875,0.600918,2.70805,0.0,,,0.187837,0.002242,99,speed + onset + benchmark
100 / lvo / base,lvo,68.8,0.398256,0.023256,0.625,0.630814,0.903226,0.989796,0.958763,1.0,0.639785,4.412417,0.610066,3.111023,0.69653,3.503387,0.73124,0.630814,0.926267,0.985075,0.994949,1.0,0.030457,4.44396,0.634163,3.122072,0.703013,,,0.34593,0.017442,100,base
100 / nlvo / base,nlvo,172.6,0.159907,0.001159,0.0,0.736964,0.627358,0.952381,0.878947,1.0,0.368263,4.604674,0.509528,3.460124,0.781276,3.55175,0.647462,0.736964,0.699686,0.952809,0.917453,1.0,0.0,4.717227,0.5866,3.569086,0.847327,,,0.142526,0.0,100,base
100 / other / base,other,41.0,0.0,0.0,,0.634146,0.776923,0.970297,0.918367,1.0,0.0,4.505403,0.455684,3.356507,0.753505,,,0.634146,0.861538,0.973214,0.926606,1.0,0.0,4.620689,0.558225,3.445641,0.811059,,,0.0,0.0,100,base
100 / mixed / base,mixed,282.4,0.194759,0.006374,0.555556,0.696176,0.708037,0.965517,0.907738,1.0,0.396721,4.536127,0.538634,3.344231,0.767946,3.527968,0.688919,0.696176,0.771109,0.96438,0.939808,1.0,0.008734,4.6305,0.606171,3.4296,0.826868,,,0.171388,0.004249,100,base
100 / lvo / benchmark,lvo,68.8,0.43314,0.017442,0.625,0.630814,0.903226,0.989796,0.958763,1.0,0.801075,4.412417,0.610066,3.111023,0.69653,3.503387,0.73124,0.630814,0.926267,0.985075,0.994949,1.0,0.030457,4.44396,0.634163,3.122072,0.703013,,,0.43314,0.017442,100,benchmark
100 / nlvo / benchmark,nlvo,172.6,0.201002,0.0,0.0,0.736964,0.627358,0.952381,0.878947,1.0,0.519355,4.604674,0.509528,3.460124,0.781276,3.55175,0.647462,0.736964,0.699686,0.952809,0.917453,1.0,0.0,4.717227,0.5866,3.569086,0.847327,,,0.201002,0.0,100,benchmark
100 / other / benchmark,other,41.0,0.0,0.0,,0.634146,0.776923,0.970297,0.918367,1.0,0.0,4.505403,0.455684,3.356507,0.753505,,,0.634146,0.861538,0.973214,0.926606,1.0,0.0,4.620689,0.558225,3.445641,0.811059,,,0.0,0.0,100,benchmark
100 / mixed / benchmark,mixed,282.4,0.231587,0.004249,0.555556,0.696176,0.708037,0.965517,0.907738,1.0,0.536066,4.536127,0.538634,3.344231,0.767946,3.527968,0.688919,0.696176,0.771109,0.96438,0.939808,1.0,0.008734,4.6305,0.606171,3.4296,0.826868,,,0.231587,0.004249,100,benchmark
100 / lvo / onset,lvo,68.8,0.34593,0.017442,0.625,0.630814,0.903226,0.989796,0.958763,1.0,0.639785,4.412417,0.610066,3.111023,0.69653,3.503387,0.73124,0.630814,0.926267,0.985075,0.994949,1.0,0.030457,4.44396,0.634163,3.122072,0.703013,,,0.34593,0.017442,100,onset
100 / nlvo / onset,nlvo,172.6,0.142526,0.0,0.0,0.736964,0.627358,0.952381,0.878947,1.0,0.368263,4.604674,0.509528,3.460124,0.781276,3.55175,0.647462,0.736964,0.699686,0.952809,0.917453,1.0,0.0,4.717227,0.5866,3.569086,0.847327,,,0.142526,0.0,100,onset
100 / other / onset,other,41.0,0.0,0.0,,0.634146,0.776923,0.970297,0.918367,1.0,0.0,4.505403,0.455684,3.356507,0.753505,,,0.634146,0.861538,0.973214,0.926606,1.0,0.0,4.620689,0.558225,3.445641,0.811059,,,0.0,0.0,100,onset
100 / mixed / onset,mixed,282.4,0.171388,0.004249,0.555556,0.696176,0.708037,0.965517,0.907738,1.0,0.396721,4.536127,0.538634,3.344231,0.767946,3.527968,0.688919,0.696176,0.771109,0.96438,0.939808,1.0,0.008734,4.6305,0.606171,3.4296,0.826868,,,0.171388,0.004249,100,onset
100 / lvo / speed,lvo,68.8,0.332022,0.016821,0.625,0.630814,0.903226,0.95,0.958763,1.0,0.639785,4.412417,0.610066,2.70805,0.0,3.503387,0.73124,0.630814,0.926267,0.95,0.994949,1.0,0.030457,4.44396,0.634163,2.70805,0.0,,,0.332022,0.016821,100,speed
100 / nlvo / speed,nlvo,172.6,0.142169,0.0,0.0,0.736964,0.627358,0.95,0.878947,1.0,0.368263,4.604674,0.509528,2.70805,0.0,3.55175,0.647462,0.736964,0.699686,0.95,0.917453,1.0,0.0,4.717227,0.5866,2.70805,0.0,,,0.142169,0.0,100,speed
100 / other / speed,other,41.0,0.0,0.0,,0.634146,0.776923,0.95,0.918367,1.0,0.0,4.505403,0.455684,2.70805,0.0,,,0.634146,0.861538,0.95,0.926606,1.0,0.0,4.620689,0.558225,2.70805,0.0,,,0.0,0.0,100,speed
100 / mixed / speed,mixed,282.4,0.168634,0.004186,0.555556,0.696176,0.708037,0.95,0.907738,1.0,0.396721,4.536127,0.538634,2.70805,0.0,3.527968,0.688919,0.696176,0.771109,0.95,0.939808,1.0,0.008734,4.6305,0.606171,2.70805,0.0,,,0.168634,0.004186,100,speed
100 / lvo / onset + benchmark,lvo,68.8,0.43314,0.017442,0.625,0.630814,0.903226,0.989796,0.958763,1.0,0.801075,4.412417,0.610066,3.111023,0.69653,3.503387,0.73124,0.630814,0.926267,0.985075,0.994949,1.0,0.030457,4.44396,0.634163,3.122072,0.703013,,,0.43314,0.017442,100,onset + benchmark
100 / nlvo / onset + benchmark,nlvo,172.6,0.201002,0.0,0.0,0.736964,0.627358,0.952381,0.878947,1.0,0.519355,4.604674,0.509528,3.460124,0.781276,3.55175,0.647462,0.736964,0.699686,0.952809,0.917453,1.0,0.0,4.717227,0.5866,3.569086,0.847327,,,0.201002,0.0,100,onset + benchmark
100 / other / onset + benchmark,other,41.0,0.0,0.0,,0.634146,0.776923,0.970297,0.918367,1.0,0.0,4.505403,0.455684,3.356507,0.753505,,,0.634146,0.861538,0.973214,0.926606,1.0,0.0,4.620689,0.558225,3.445641,0.811059,,,0.0,0.0,100,onset + benchmark
100 / mixed / onset + benchmark,mixed,282.4,0.231587,0.004249,0.555556,0.696176,0.708037,0.965517,0.907738,1.0,0.536066,4.536127,0.538634,3.344231,0.767946,3.527968,0.688919,0.696176,0.771109,0.96438,0.939808,1.0,0.008734,4.6305,0.606171,3.4296,0.826868,,,0.231587,0.004249,100,onset + benchmark
100 / lvo / speed + benchmark,lvo,68.8,0.415725,0.016821,0.625,0.630814,0.903226,0.95,0.958763,1.0,0.801075,4.412417,0.610066,2.70805,0.0,3.503387,0.73124,0.630814,0.926267,0.95,0.994949,1.0,0.030457,4.44396,0.634163,2.70805,0.0,,,0.415725,0.016821,100,speed + benchmark
100 / nlvo / speed + benchmark,nlvo,172.6,0.200499,0.0,0.0,0.736964,0.627358,0.95,0.878947,1.0,0.519355,4.604674,0.509528,2.70805,0.0,3.55175,0.647462,0.736964,0.699686,0.95,0.917453,1.0,0.0,4.717227,0.5866,2.70805,0.0,,,0.200499,0.0,100,speed + benchmark
100 / other / speed + benchmark,other,41.0,0.0,0.0,,0.634146,0.776923,0.95,0.918367,1.0,0.0,4.505403,0.455684,2.70805,0.0,,,0.634146,0.861538,0.95,0.926606,1.0,0.0,4.620689,0.558225,2.70805,0.0,,,0.0,0.0,100,speed + benchmark
100 / mixed / speed + benchmark,mixed,282.4,0.227865,0.004186,0.555556,0.696176,0.708037,0.95,0.907738,1.0,0.536066,4.536127,0.538634,2.70805,0.0,3.527968,0.688919,0.696176,0.771109,0.95,0.939808,1.0,0.008734,4.6305,0.606171,2.70805,0.0,,,0.227865,0.004186,100,speed + benchmark
100 / lvo / speed + onset,lvo,68.8,0.332022,0.016821,0.625,0.630814,0.903226,0.95,0.958763,1.0,0.639785,4.412417,0.610066,2.70805,0.0,3.503387,0.73124,0.630814,0.926267,0.95,0.994949,1.0,0.030457,4.44396,0.634163,2.70805,0.0,,,0.332022,0.016821,100,speed + onset
100 / nlvo / speed + onset,nlvo,172.6,0.142169,0.0,0.0,0.736964,0.627358,0.95,0.878947,1.0,0.368263,4.604674,0.509528,2.70805,0.0,3.55175,0.647462,0.736964,0.699686,0.95,0.917453,1.0,0.0,4.717227,0.5866,2.70805,0.0,,,0.142169,0.0,100,speed + onset
100 / other / speed + onset,other,41.0,0.0,0.0,,0.634146,0.776923,0.95,0.918367,1.0,0.0,4.505403,0.455684,2.70805,0.0,,,0.634146,0.861538,0.95,0.926606,1.0,0.0,4.620689,0.558225,2.70805,0.0,,,0.0,0.0,100,speed + onset
100 / mixed / speed + onset,mixed,282.4,0.168634,0.004186,0.555556,0.696176,0.708037,0.95,0.907738,1.0,0.396721,4.536127,0.538634,2.70805,0.0,3.527968,0.688919,0.696176,0.771109,0.95,0.939808,1.0,0.008734,4.6305,0.606171,2.70805,0.0,,,0.168634,0.004186,100,speed + onset
100 / lvo / speed + onset + benchmark,lvo,68.8,0.415725,0.016821,0.625,0.630814,0.903226,0.95,0.958763,1.0,0.801075,4.412417,0.610066,2.70805,0.0,3.503387,0.73124,0.630814,0.926267,0.95,0.994949,1.0,0.030457,4.44396,0.634163,2.70805,0.0,,,0.415725,0.016821,100,speed + onset + benchmark
100 / nlvo / speed + onset + benchmark,nlvo,172.6,0.200499,0.0,0.0,0.736964,0.627358,0.95,0.878947,1.0,0.519355,4.604674,0.509528,2.70805,0.0,3.55175,0.647462,0.736964,0.699686,0.95,0.917453,1.0,0.0,4.717227,0.5866,2.70805,0.0,,,0.200499,0.0,100,speed + onset + benchmark
100 / other / speed + onset + benchmark,other,41.0,0.0,0.0,,0.634146,0.776923,0.95,0.918367,1.0,0.0,4.505403,0.455684,2.70805,0.0,,,0.634146,0.861538,0.95,0.926606,1.0,0.0,4.620689,0.558225,2.70805,0.0,,,0.0,0.0,100,speed + onset + benchmark
100 / mixed / speed + onset + benchmark,mixed,282.4,0.227865,0.004186,0.555556,0.696176,0.708037,0.95,0.907738,1.0,0.536066,4.536127,0.538634,2.70805,0.0,3.527968,0.688919,0.696176,0.771109,0.95,0.939808,1.0,0.008734,4.6305,0.606171,2.70805,0.0,,,0.227865,0.004186,100,speed + onset + benchmark
101 / lvo / base,lvo,61.6,0.24026,0.016234,0.6,0.457792,0.893617,0.992063,0.984,1.0,0.495935,4.326281,0.593225,2.886503,0.807761,3.660131,0.484433,0.457792,0.929078,0.992366,0.984615,1.0,0.03125,4.381482,0.644954,2.900854,0.817837,,,0.198052,0.012987,101,base
101 / nlvo / base,nlvo,321.4,0.072184,0.001867,0.666667,0.376478,0.621488,0.925532,0.908046,1.0,0.316456,4.524486,0.553747,3.136824,0.929032,3.785658,0.48719,0.376478,0.707438,0.946262,0.920988,1.0,0.008043,4.665982,0.645072,3.295696,1.044654,,,0.062228,0.001867,101,base
101 / other / base,other,66.6,0.0,0.0,,0.435435,0.77931,0.929204,0.92381,1.0,0.0,4.489737,0.54843,3.107314,0.829735,,,0.435435,0.827586,0.933333,0.955357,1.0,0.0,4.55854,0.601093,3.196964,0.905389,,,0.0,0.0,101,base
101 / mixed / base,mixed,449.6,0.08452,0.003559,0.625,0.396352,0.690236,0.939837,0.927336,1.0,0.300373,4.477493,0.56556,3.077328,0.890817,3.738098,0.488464,0.396352,0.762065,0.952872,0.939722,1.0,0.011513,4.592105,0.64611,3.19927,0.990279,,,0.071619,0.003114,101,base
101 / lvo / benchmark,lvo,61.6,0.295454,0.012987,0.6,0.457792,0.893617,0.992063,0.984,1.0,0.739837,4.326281,0.593225,2.886503,0.807761,3.660131,0.484433,0.457792,0.929078,0.992366,0.984615,1.0,0.03125,4.381482,0.644954,2.900854,0.817837,,,0.295454,0.012987,101,benchmark
101 / nlvo / benchmark,nlvo,321.4,0.094489,0.001867,0.666667,0.376478,0.621488,0.925532,0.908046,1.0,0.480519,4.524486,0.553747,3.136824,0.929032,3.785658,0.48719,0.376478,0.707438,0.946262,0.920988,1.0,0.008043,4.665982,0.645072,3.295696,1.044654,,,0.094489,0.001867,101,benchmark
101 / other / benchmark,other,66.6,0.0,0.0,,0.435435,0.77931,0.929204,0.92381,1.0,0.0,4.489737,0.54843,3.107314,0.829735,,,0.435435,0.827586,0.933333,0.955357,1.0,0.0,4.55854,0.601093,3.196964,0.905389,,,0.0,0.0,101,benchmark
101 / mixed / benchmark,mixed,449.6,0.109875,0.003114,0.625,0.396352,0.690236,0.939837,0.927336,1.0,0.460821,4.477493,0.56556,3.077328,0.890817,3.738098,0.488464,0.396352,0.762065,0.952872,0.939722,1.0,0.011513,4.592105,0.64611,3.19927,0.990279,,,0.109875,0.003114,101,benchmark
101 / lvo / onset,lvo,61.6,0.2634,0.017272,0.6,0.608843,0.893617,0.992063,0.984,1.0,0.495935,4.326281,0.593225,2.886503,0.807761,3.660131,0.484433,0.608843,0.929078,0.992366,0.984615,1.0,0.03125,4.381482,0.644954,2.900854,0.817837,,,0.2634,0.017272,101,onset
101 / nlvo / onset,nlvo,321.4,0.098763,0.002963,0.666667,0.597516,0.621488,0.925532,0.908046,1.0,0.316456,4.524486,0.553747,3.136824,0.929032,3.785658,0.48719,0.597516,0.707438,0.946262,0.920988,1.0,0.008043,4.665982,0.645072,3.295696,1.044654,,,0.098763,0.002963,101,onset
101 / other / onset,other,66.6,0.0,0.0,,0.608578,0.77931,0.929204,0.92381,1.0,0.0,4.489737,0.54843,3.107314,0.829735,,,0.608578,0.827586,0.933333,0.955357,1.0,0.0,4.55854,0.601093,3.196964,0.905389,,,0.0,0.0,101,onset
101 / mixed / onset,mixed,449.6,0.109943,0.00478,0.625,0.608442,0.690236,0.939837,0.927336,1.0,0.300373,4.477493,0.56556,3.077328,0.890817,3.738098,0.488464,0.608442,0.762065,0.952872,0.939722,1.0,0.011513,4.592105,0.64611,3.19927,0.990279,,,0.109943,0.00478,101,onset
101 / lvo / speed,lvo,61.6,0.189654,0.012433,0.6,0.457792,0.893617,0.95,0.984,1.0,0.495935,4.326281,0.593225,2.70805,0.0,3.660131,0.484433,0.457792,0.929078,0.95,0.984615,1.0,0.03125,4.381482,0.644954,2.70805,0.0,,,0.189654,0.012433,101,speed
101 / nlvo / speed,nlvo,321.4,0.063873,0.001874,0.666667,0.376478,0.621488,0.95,0.908046,1.0,0.316456,4.524486,0.553747,2.70805,0.0,3.785658,0.48719,0.376478,0.707438,0.95,0.920988,1.0,0.008043,4.665982,0.645072,2.70805,0.0,,,0.063873,0.001874,101,speed
101 / other / speed,other,66.6,0.0,0.0,,0.435435,0.77931,0.95,0.92381,1.0,0.0,4.489737,0.54843,2.70805,0.0,,,0.435435,0.827586,0.95,0.955357,1.0,0.0,4.55854,0.601093,2.70805,0.0,,,0.0,0.0,101,speed
101 / mixed / speed,mixed,449.6,0.072394,0.003104,0.625,0.396352,0.690236,0.95,0.927336,1.0,0.300373,4.477493,0.56556,2.70805,0.0,3.738098,0.488464,0.396352,0.762065,0.95,0.939722,1.0,0.011513,4.592105,0.64611,2.70805,0.0,,,0.072394,0.003104,101,speed
101 / lvo / onset + benchmark,lvo,61.6,0.392941,0.017272,0.6,0.608843,0.893617,0.992063,0.984,1.0,0.739837,4.326281,0.593225,2.886503,0.807761,3.660131,0.484433,0.608843,0.929078,0.992366,0.984615,1.0,0.03125,4.381482,0.644954,2.900854,0.817837,,,0.392941,0.017272,101,onset + benchmark
101 / nlvo / onset + benchmark,nlvo,321.4,0.149966,0.002963,0.666667,0.597516,0.621488,0.925532,0.908046,1.0,0.480519,4.524486,0.553747,3.136824,0.929032,3.785658,0.48719,0.597516,0.707438,0.946262,0.920988,1.0,0.008043,4.665982,0.645072,3.295696,1.044654,,,0.149966,0.002963,101,onset + benchmark
101 / other / onset + benchmark,other,66.6,0.0,0.0,,0.608578,0.77931,0.929204,0.92381,1.0,0.0,4.489737,0.54843,3.107314,0.829735,,,0.608578,0.827586,0.933333,0.955357,1.0,0.0,4.55854,0.601093,3.196964,0.905389,,,0.0,0.0,101,onset + benchmark
101 / mixed / onset + benchmark,mixed,449.6,0.16867,0.00478,0.625,0.608442,0.690236,0.939837,0.927336,1.0,0.460821,4.477493,0.56556,3.077328,0.890817,3.738098,0.488464,0.608442,0.762065,0.952872,0.939722,1.0,0.011513,4.592105,0.64611,3.19927,0.990279,,,0.16867,0.00478,101,onset + benchmark
101 / lvo / speed + benchmark,lvo,61.6,0.282927,0.012433,0.6,0.457792,0.893617,0.95,0.984,1.0,0.739837,4.326281,0.593225,2.70805,0.0,3.660131,0.484433,0.457792,0.929078,0.95,0.984615,1.0,0.03125,4.381482,0.644954,2.70805,0.0,,,0.282927,0.012433,101,speed + benchmark
101 / nlvo / speed + benchmark,nlvo,321.4,0.096987,0.001874,0.666667,0.376478,0.621488,0.95,0.908046,1.0,0.480519,4.524486,0.553747,2.70805,0.0,3.785658,0.48719,0.376478,0.707438,0.95,0.920988,1.0,0.008043,4.665982,0.645072,2.70805,0.0,,,0.096987,0.001874,101,speed + benchmark
101 / other / speed + benchmark,other,66.6,0.0,0.0,,0.435435,0.77931,0.95,0.92381,1.0,0.0,4.489737,0.54843,2.70805,0.0,,,0.435435,0.827586,0.95,0.955357,1.0,0.0,4.55854,0.601093,2.70805,0.0,,,0.0,0.0,101,speed + benchmark
101 / mixed / speed + benchmark,mixed,449.6,0.111064,0.003104,0.625,0.396352,0.690236,0.95,0.927336,1.0,0.460821,4.477493,0.56556,2.70805,0.0,3.738098,0.488464,0.396352,0.762065,0.95,0.939722,1.0,0.011513,4.592105,0.64611,2.70805,0.0,,,0.111064,0.003104,101,speed + benchmark
101 / lvo / speed + onset,lvo,61.6,0.252232,0.016535,0.6,0.608843,0.893617,0.95,0.984,1.0,0.495935,4.326281,0.593225,2.70805,0.0,3.660131,0.484433,0.608843,0.929078,0.95,0.984615,1.0,0.03125,4.381482,0.644954,2.70805,0.0,,,0.252232,0.016535,101,speed + onset
101 / nlvo / speed + onset,nlvo,321.4,0.101374,0.002975,0.666667,0.597516,0.621488,0.95,0.908046,1.0,0.316456,4.524486,0.553747,2.70805,0.0,3.785658,0.48719,0.597516,0.707438,0.95,0.920988,1.0,0.008043,4.665982,0.645072,2.70805,0.0,,,0.101374,0.002975,101,speed + onset
101 / other / speed + onset,other,66.6,0.0,0.0,,0.608578,0.77931,0.95,0.92381,1.0,0.0,4.489737,0.54843,2.70805,0.0,,,0.608578,0.827586,0.95,0.955357,1.0,0.0,4.55854,0.601093,2.70805,0.0,,,0.0,0.0,101,speed + onset
101 / mixed / speed + onset,mixed,449.6,0.111132,0.004766,0.625,0.608442,0.690236,0.95,0.927336,1.0,0.300373,4.477493,0.56556,2.70805,0.0,3.738098,0.488464,0.608442,0.762065,0.95,0.939722,1.0,0.011513,4.592105,0.64611,2.70805,0.0,,,0.111132,0.004766,101,speed + onset
101 / lvo / speed + onset + benchmark,lvo,61.6,0.376281,0.016535,0.6,0.608843,0.893617,0.95,0.984,1.0,0.739837,4.326281,0.593225,2.70805,0.0,3.660131,0.484433,0.608843,0.929078,0.95,0.984615,1.0,0.03125,4.381482,0.644954,2.70805,0.0,,,0.376281,0.016535,101,speed + onset + benchmark
101 / nlvo / speed + onset + benchmark,nlvo,321.4,0.153931,0.002975,0.666667,0.597516,0.621488,0.95,0.908046,1.0,0.480519,4.524486,0.553747,2.70805,0.0,3.785658,0.48719,0.597516,0.707438,0.95,0.920988,1.0,0.008043,4.665982,0.645072,2.70805,0.0,,,0.153931,0.002975,101,speed + onset + benchmark
101 / other / speed + onset + benchmark,other,66.6,0.0,0.0,,0.608578,0.77931,0.95,0.92381,1.0,0.0,4.489737,0.54843,2.70805,0.0,,,0.608578,0.827586,0.95,0.955357,1.0,0.0,4.55854,0.601093,2.70805,0.0,,,0.0,0.0,101,speed + onset + benchmark
